CC1C2C3C(*)C2C13;C(#N);CC1C2C3C(C#N)C2C13
CCCC(C)(CC)*;O(C);CCCC(C)(CC)OC
C1CN(C*)C1=O;C(O);O=C1CCN1CCO
OCCC1CC(*)C1;C(O);OCCC1CC(CO)C1
CCCOC*;C(=O)(C);CCCOCC(C)=O
CC1(C=O)NC1*;C(C=O);CC1(C=O)NC1CC=O
C(OC1CC1)*;CC(O)C;CC(O)CCOC1CC1
CC1=C(*)CC(O)C1;C(#C);C#CC1=C(C)CC(O)C1
CN(C(=N)C=O)*;C(C=O);CN(CC=O)C(=N)C=O
c1conc1*;O(C=O);O=COc1ccon1
OC(CC=O)*;C(NC=O);O=CCC(O)CNC=O
CCC(C)N*;C(=O)(NC);CCC(C)NC(=O)NC
C1CC1(OCCO)*;C(=O);O=CC1(OCCO)CC1
C12(*)C(O)C3C1CC23;CC;CCC12C(O)C3C1CC32
C1(C#C)(*)COCO1;C#C;C#CC1(C#C)COCO1
n1(*)ccnc1;CCC;CCCn1ccnc1
O(C1CCC1)*;CC(C)C;CC(C)COC1CCC1
CCc1cn[nH]c1*;C(#C);C#Cc1[nH]ncc1CC
CNC(CO)(C=O)*;C(=O);CNC(C=O)(C=O)CO
CC1=C(*)C(O)CC1;C(O);CC1=C(CO)C(O)CC1
C1CC1OC*;C(NC=O);O=CNCCOC1CC1
C(O)(C1CCCC1)*;CC;CCC(O)C1CCCC1
CC(=O)C*;C(O)(CO);CC(=O)CC(O)CO
CCNC(C)*;C(=O)(OC);CCNC(C)C(=O)OC
C(C)(CO)(OC=N)*;CC;CCC(C)(CO)OC=N
CC(C)(C#C)C(=O)*;O(C);C#CC(C)(C)C(=O)OC
C(COC=O)*;C(CC=O);O=CCCCCOC=O
O=CC1CC=C(*)C1;C(=O);O=CC1=CCC(C=O)C1
C(Nc1c[nH]cn1)*;C#C;C#CCNc1c[nH]cn1
N(c1c[nH]c(O)n1)*;CC;CCNc1c[nH]c(O)n1
O=C1C(C#C)CC1*;C(#N);C#CC1CC(C#N)C1=O
OCCNC(C#N)*;C(#C);C#CC(C#N)NCCO
N=c1ncoc(*)n1;C(=O);N=c1ncoc(C=O)n1
COC(C1CCC1)*;C(=O);COC(C=O)C1CCC1
C(CCCCCO)*;C#C;C#CCCCCCCO
CC1(*)CC1CC#C;C(#N);C#CCC1CC1(C)C#N
CCCC(C)(C)*;C(=O)(N);CCCC(C)(C)C(N)=O
c1nc(*)no1;C(C(=O)N);NC(=O)Cc1ncon1
OC(C12CCC1N2)*;C(#C);C#CC(O)C12CCC1N2
O=CC1NC(=O)C1*;C(#C);C#CC1C(=O)NC1C=O
C(C=O)C#C*;C(=O)(C=O);O=CCC#CC(=O)C=O
N(C(=O)N1CC1)*;CC;CCNC(=O)N1CC1
C(CC1CCC1O)*;CC;CCCCC1CCC1O
CC1COC1(C)*;C(C=O);CC1COC1(C)CC=O
C(C1(O)C(O)C1O)*;CC;CCCC1(O)C(O)C1O
c1c[nH]c(O)c1*;O(C=O);O=COc1cc[nH]c1O
CCC(CC)OC*;C(#N);CCC(CC)OCC#N
Cc1c(O)nc(*)o1;N(C);CNc1nc(O)c(C)o1
C1C=C(C*)CO1;N(C=O);O=CNCC1=CCOC1
n1(*)ccnc1C;CC;CCn1ccnc1C
CC1CC(=O)C(*)N1;C(#C);C#CC1NC(C)CC1=O
Cn1cc(*)cn1;N(C=O);Cn1cc(NC=O)cn1
C(OC(=O)CC#N)*;C(O);N#CCC(=O)OCCO
C(CC#CCO)*;C(O);OCC#CCCCO
C(C(O)C1CN1C)*;CC;CCCC(O)C1CN1C
O(C1CCNC1=O)*;CC;CCOC1CCNC1=O
C(c1c(N)onn1)*;C(=O);Nc1onnc1CC=O
C(CC*)CO;O(CC#N);N#CCOCCCCO
C1(NC=O)(*)CC1O;CC;CCC1(NC=O)CC1O
COC1(C)CC1C*;C(#N);COC1(C)CC1CC#N
CCCCO*;C(=N)(C=O);CCCCOC(=N)C=O
CC1CC1(C)*;N(C)(C=O);CC1CC1(C)N(C)C=O
C1C(C(C=O)*)CO1;C(=O);O=CC(C=O)C1COC1
CC1=CCC2C(*)C12;C(O);CC1=CCC2C(CO)C12
CC(C)(N=COC)*;C(O);COC=NC(C)(C)CO
CC(=O)C#C*;C(C1CC1);CC(=O)C#CCC1CC1
C(CC)(C#N)(C#N)*;CC;CCC(C#N)(C#N)CC
c1nncn1*;C(CCO);OCCCn1cnnc1
CC(C)(C)C*;O(CC=O);CC(C)(C)COCC=O
C(C#N)(C#N)(N)*;COC;COCC(N)(C#N)C#N
OC12CC(C1)CC2*;C(=O);O=CC1CC2CC1(O)C2
Cn1ccc(*)c1;C(O);Cn1ccc(CO)c1
CC(=O)C(C(=O)C)*;C(#C);C#CC(C(C)=O)C(C)=O
N=COC(C#C)*;C(C=O);C#CC(CC=O)OC=N
C[NH2+]CC(=N[O-])*;C(O);C[NH2+]CC(CO)=N[O-]
CCC(O)(C=O)*;C(C)(C);CCC(O)(C=O)C(C)C
CC(O)C1NC1*;C(C=O);CC(O)C1NC1CC=O
C(C#N)C(C#N)(N)*;C(#N);N#CCC(N)(C#N)C#N
O=C1CC(C*)CO1;C(#N);N#CCC1COC(=O)C1
CC12C3C4C3C1(*)N24;C(O);CC12C3C4C3C1(CO)N42
c1(*)ncn[n-]1;NC(=[NH2+])N;NC(=[NH2+])Nc1ncn[n-]1
c1c(CC*)onn1;C(=O);O=CCCc1cnno1
CCOC(=O)*;N(C(C)C);CCOC(=O)NC(C)C
C1CC=C(C(=O)*)C1;C(#N);N#CC(=O)C1=CCCC1
C(C1C2NC2C1O)*;CC;CCCC1C(O)C2NC12
N=C1OC2(*)CC12;C(=O);N=C1OC2(C=O)CC12
OCCC(C#N)*;O(C=N);N#CC(CCO)OC=N
c1c(*)oc(C#N)n1;C(#N);N#Cc1cnc(C#N)o1
c1(*)c(CO)[nH]cn1;C#C;C#Cc1nc[nH]c1CO
O(CC1NC1CC)*;CC;CCOCC1NC1CC
CCOC=NC*;C(O);CCOC=NCCO
CC(=O)OCC*;C(C=O);CC(=O)OCCCC=O
CC(C*)CC=O;C(C=O);CC(CC=O)CCC=O
OC1C2CN2C1*;C(=O);O=CC1C(O)C2CN12
CC(CC#C)C(N)*;C(#N);C#CCC(C)C(N)C#N
C(Nc1ncno1)*;CC;CCCNc1ncno1
CCC(C)(C#N)*;C(C=O);CCC(C)(C#N)CC=O
CCC(C(C)C)*;C(CO);CCC(CCO)C(C)C
CC#CC(=O)*;C(OC=O);CC#CC(=O)COC=O
c1(*)cnn[nH]1;CC#CC;CC#CCc1cnn[nH]1
c1nc(*)no1;C(CO);OCCc1ncon1
CC1(O*)CC1;C(=NC);CN=COC1(C)CC1
c1c(*)cn[nH]1;O(C=O);O=COc1cn[nH]c1
O=C1NCC1N*;C(C#C);C#CCNC1CNC1=O
c1c(O*)nc(O)[nH]1;C(=O);O=COc1c[nH]c(O)n1
O(C(=NC)C#N)*;CC;CCOC(C#N)=NC
C12(*)CC1C(C)CC2;CC;CCC12CCC(C)C1C2
Cc1cc(C*)[nH]n1;C(=O);Cc1cc(CC=O)[nH]n1
CC1(*)CC1C#N;C(#C);C#CC1(C)CC1C#N
c1c[nH]c(*)c1O;C(=O);O=Cc1[nH]ccc1O
CCC(C)(C)*;C(CO);CCC(C)(C)CCO
O=COCC(C=O)*;C(#N);N#CC(C=O)COC=O
CCC1C(C*)N1C;C(=O);CCC1C(CC=O)N1C
CC(CCO)(C#C)*;C(#C);C#CC(C)(C#C)CCO
CC1CC1C(C#C)*;C(=O);C#CC(C=O)C1CC1C
CC(OCC=O)*;C(N)(=O);CC(OCC=O)C(N)=O
CC1(N*)CC1O;C(N)(=O);CC1(NC(N)=O)CC1O
C(CC#CC#C)*;CCC;C#CC#CCCCCC
OC1CC1C(=N)*;O(C=O);N=C(OC=O)C1CC1O
CC1(C)OCC1(C)*;C(=O);CC1(C=O)COC1(C)C
C#CCOC*;C(#CC#C);C#CC#CCOCC#C
Cc1[nH]cc(O*)n1;C(=O);Cc1nc(OC=O)c[nH]1
CC(C=O)C(C=O)*;C(=O);CC(C=O)C(C=O)C=O
OCC1(C*)CO1;C(#N);N#CCC1(CO)CO1
c1c(*)cn[nH]c1=O;C(=O);O=Cc1cn[nH]c(=O)c1
O=C1C2C3C1CC23*;C(#C);C#CC12CC3C(=O)C1C32
CCCC(OC)*;C(C#C);C#CCC(CCC)OC
C1(*)C=C(C)C2NC12;CC;CCC1C=C(C)C2NC12
C1C(*)COC(=O)O1;C(#N);N#CC1COC(=O)OC1
CC(C1CC1O)*;O(C=O);CC(OC=O)C1CC1O
C(CO)C(=O)N*;C(C#N);N#CCNC(=O)CCO
CN(C*)C=O;C(C1CC1);CN(C=O)CCC1CC1
CC(C1(C)CO1)*;C(C=O);CC(CC=O)C1(C)CO1
C1(*)C2CC1(CO)O2;CC;CCC1C2CC1(CO)O2
CC(CC*)C(C)=O;C(#C);C#CCCC(C)C(C)=O
C12(*)OC1C(C)C2C;CC;CCC12OC1C(C)C2C
CCC(C1CO1)*;C(O);CCC(CO)C1CO1
CCC(C)(CO)*;C(C)(=O);CCC(C)(CO)C(C)=O
CCC(O)(C=O)*;C(#CC);CC#CC(O)(C=O)CC
CC(C)C(C)(C#N)*;C(O);CC(C)C(C)(C#N)CO
O(CC1CN1CC)*;CC;CCOCC1CN1CC
CC1CCN1*;C(=O)(C#N);CC1CCN1C(=O)C#N
CC1(*)C2CC1C2;C(=O);CC1(C=O)C2CC1C2
CCC#CC*;O(C=N);CCC#CCOC=N
CC1=C(*)C2NC2C1;C(=O);CC1=C(C=O)C2NC2C1
c1cocc1OC*;C(O);OCCOc1ccoc1
C(CC=O)COC*;C(#N);N#CCOCCCC=O
CCC(C)(C)CO*;C(C);CCOCC(C)(C)CC
OC1CC=CCC1*;C(#C);C#CC1CC=CCC1O
CC1(N*)CC1;C(=O)(N);CC1(NC(N)=O)CC1
c1cc(CC*)[nH]c1;C(#N);N#CCCc1ccc[nH]1
CCC#CC(C)O*;C(=O);CCC#CC(C)OC=O
NC12CC1(*)NCC2;C(#N);N#CC12CC1(N)CCN2
NC(CC(N)*)C#N;C(#N);N#CC(N)CC(N)C#N
C1(O)(*)CCC1C#N;CC;CCC1(O)CCC1C#N
CCC1(C)CC1*;O(C=O);CCC1(C)CC1OC=O
OC(CC(O)*)C=O;C(#C);C#CC(O)CC(O)C=O
CC1(C)OC=NC1*;C(O);CC1(C)OC=NC1CO
C(NCC#N)*;C1CC1;N#CCNCC1CC1
CC(C)(CC*)C#C;C(#N);C#CC(C)(C)CCC#N
CCC1C(CO)C1*;O(C);CCC1C(CO)C1OC
CC1C(*)CC1C#N;C(=O);CC1C(C#N)CC1C=O
CC(C)C(C([O-])=O)*;C([NH3+]);CC(C)C(C[NH3+])C(=O)[O-]
[NH3+]C(C*)CC([O-])=O;C(O);[NH3+]C(CCO)CC(=O)[O-]
C(C(=O)C(=O)N)*;C#C;C#CCC(=O)C(N)=O
OC1C(*)CC1=O;C(#N);N#CC1CC(=O)C1O
CC(C*)CC=O;N(C=O);CC(CC=O)CNC=O
CC1(C)CCC1*;O(C=O);CC1(C)CCC1OC=O
CN1C(*)C1C1CN1;C(O);CN1C(CO)C1C1CN1
c1c[nH]cc1O*;C(C#N);N#CCOc1cc[nH]c1
CC(CCCC#C)*;C(=O);C#CCCCC(C)C=O
CC(N*)C=O;C(CC#N);CC(C=O)NCCC#N
C1(C)(*)CC12COC2;CC;CCC1(C)CC12COC2
CC12COC1C2*;C(C#C);C#CCC1C2OCC12C
C1(*)CCC1CC;CCC;CCCC1CCC1CC
CN=C1CC(C)N1*;C(=O);CN=C1CC(C)N1C=O
C1C(C=O)(*)OCO1;C(=O);O=CC1(C=O)COCO1
CC1(C)CC2CC12*;C(#C);C#CC12CC1CC2(C)C
C1(*)C(C)C1C1CC1;CC;CCC1C(C)C1C1CC1
NC(=O)C(CCO)*;C(#C);C#CC(CCO)C(N)=O
c1c(*)[nH]c(C#N)n1;C(O);N#Cc1ncc(CO)[nH]1
Cn1c(*)nc(O)n1;C(#C);C#Cc1nc(O)nn1C
O=C1CCC(*)N1;C(C#C);C#CCC1CCC(=O)N1
c1(*)ccc(O)nc1;C#C;C#Cc1ccc(O)nc1
C1(*)C2OC1C1NC21;CC;CCC1C2OC1C1NC12
C1C(=O)CC1(CO)*;C(O);O=C1CC(CO)(CO)C1
NC(=O)C1CC1C*;C(#C);C#CCC1CC1C(N)=O
C(c1cc(N)oc1)*;CC;CCCc1coc(N)c1
OC1CC2COC12*;C(#C);C#CC12OCC1CC2O
C(C1(O)C(C)C1O)*;CC;CCCC1(O)C(C)C1O
C1C(O*)CN1C=O;C(=O);O=COC1CN(C=O)C1
CC(O)(C*)C=O;C(=O);CC(O)(C=O)CC=O
C1CC1(NCC#N)*;C(=O);N#CCNC1(C=O)CC1
C(C=O)C#CCN*;C(=O);O=CCC#CCNC=O
OC1C2CC(O*)C12;C(=N);N=COC1CC2C(O)C12
CC(COC=O)*;C(C#N);CC(CC#N)COC=O
CC(CC=O)OC*;C(O);CC(CC=O)OCCO
CCC(=NO)*;C(OC);CCC(COC)=NO
OC1CC2NC2C1*;C(#N);N#CC1C(O)CC2NC21
CC12CCC1C2(C)*;C(=O);CC1(C=O)C2CCC21C
CCC1NC1(C#N)*;C(C);CCC1NC1(C#N)CC
C1(C)(*)CC1C#CC;CC;CC#CC1CC1(C)CC
CC#CCC(C)(O)*;C(#C);C#CC(C)(O)CC#CC
C(OCCCC)*;CCC;CCCCOCCCC
CCC(C#CC)*;C(N)(=O);CC#CC(CC)C(N)=O
C(C)(CO)(C#N)*;COC;COCC(C)(C#N)CO
CCC(O)C(C=O)*;C(=O);CCC(O)C(C=O)C=O
N(C(C)C#N)*;CCC;CCCNC(C)C#N
C#CCCC(=O)*;C(CO);C#CCCC(=O)CCO
NC1=NC2C(N1)C2*;C(#N);N#CC1C2N=C(N)NC12
O=C1OCC1O*;C(C#N);N#CCOC1COC1=O
OC(CCN1CC1)*;C(#C);C#CC(O)CCN1CC1
OCC1CC1(C=O)*;C(=O);O=CC1(C=O)CC1CO
C12(*)COC1C1OC21;CC;CCC12COC1C1OC12
CCC(O)*;C(C)(C#C);C#CC(C)C(O)CC
CC1OC2CNC12*;C(#C);C#CC12NCC1OC2C
c1(*)nc(=O)onn1;C#C;C#Cc1nnoc(=O)n1
C1CC1C*;C(#CC=O);O=CC#CCC1CC1
CC(N)(C*)C#N;O(C=O);CC(N)(C#N)COC=O
C1CN(C=O)C(*)=N1;C(=O);O=CC1=NCCN1C=O
CC1(*)CCC12CN2;C(#N);CC1(C#N)CCC12CN2
NC1(*)COC1=O;C(C#C);C#CCC1(N)COC1=O
C1(C(=O)C)(*)CC1;CCC;CCCC1(C(C)=O)CC1
OC1COC(*)C1;C(C#C);C#CCC1CC(O)CO1
C(COC*)O;C(#CC#N);N#CC#CCOCCO
CC1(C(C#C)*)CN1;C(#N);C#CC(C#N)C1(C)CN1
C(C)(O)(C1CC1)*;CC;CCC(C)(O)C1CC1
C(C12OC3C1OC23)*;CC;CCCC12OC3C1OC32
C#CC1(*)CC=CC1;C(#C);C#CC1(C#C)CC=CC1
CC(=NO)*;C(CC#N);CC(CCC#N)=NO
OCC#CC1NC1*;C(O);OCC#CC1NC1CO
CC12OC1CC2(O)*;C(#C);C#CC1(O)CC2OC21C
CCC1OCC1(O)*;C(C);CCC1OCC1(O)CC
CC1(OCC*)CC1;C(O);CC1(OCCCO)CC1
n1(*)c(N)n[nH]c1=O;C(=O);Nc1n[nH]c(=O)n1C=O
CC1OC=NC1*;C(C#N);CC1OC=NC1CC#N
N=c1occcc1*;C(=O);N=c1occcc1C=O
Cn1c(O)c(*)nn1;C(O);Cn1nnc(CO)c1O
C(CC#CC)(C=O)*;CC;CC#CCC(C=O)CC
CC(C=O)(C#C)*;C(=O);C#CC(C)(C=O)C=O
COC(C)C#C*;C(C#C);C#CCC#CC(C)OC
OCCC(CC#C)*;C(#C);C#CCC(C#C)CCO
C1CCC(*)=CC1;C(=O);O=CC1=CCCCC1
c1c(C#N)[nH]c(*)n1;C(O);N#Cc1cnc(CO)[nH]1
CCC(C)O*;C(C)(C#C);C#CC(C)OC(C)CC
O=C1CC2CC1(*)N2;C(#N);N#CC12CC(CC1=O)N2
CC(C)OC*;C(=O)(C#N);CC(C)OCC(=O)C#N
CC(C)(OC)*;C(C(=O)N);COC(C)(C)CC(N)=O
C(=NO)(C(C)O)*;CCC;CCCC(=NO)C(C)O
CC1C2CC2C1C*;C(#N);CC1C(CC#N)C2CC12
C(C#C)(C(C)O)*;CC;C#CC(CC)C(C)O
OC(C*)C#N;C(C#C);C#CCCC(O)C#N
Cc1c(*)ncn1C;C(#N);Cc1c(C#N)ncn1C
O(CCC(=O)C=O)*;CC;CCOCCC(=O)C=O
C(CC(C=O)C=O)*;CC;CCCCC(C=O)C=O
C1(*)C2C3OCC1C23;CC;CCC1C2COC3C1C23
O(C1(C#N)CC1)*;CCC;CCCOC1(C#N)CC1
CC(=NO)C(CO)*;C(#N);CC(=NO)C(C#N)CO
CC1=CC(*)CC1;C(#N);CC1=CC(C#N)CC1
OC(C*)C=O;O(CC#C);C#CCOCC(O)C=O
C1(C)(*)C(C)C1(C)O;CC;CCC1(C)C(C)C1(C)O
COC(=O)N*;C(CO);COC(=O)NCCO
N=C1OC2C(N*)C12;C(=O);N=C1OC2C(NC=O)C12
C1CC1OC=N*;C(C#N);N#CCN=COC1CC1
O=C1NCC1N*;C(C#N);N#CCNC1CNC1=O
COC12CC1CC2*;C(#N);COC12CC1CC2C#N
C(=O)(C(C=O)C#C)*;CC;C#CC(C=O)C(=O)CC
CNC1=NCC(*)O1;C(#N);CNC1=NCC(C#N)O1
CCC1OC(=N)C1*;N(C);CCC1OC(=N)C1NC
OCC1(*)CN1;C(C#N);N#CCC1(CO)CN1
N=C1N2CC3C2C13*;C(#N);N#CC12C(=N)N3CC1C32
O(C(=O)C(=O)NC)*;CC;CCOC(=O)C(=O)NC
C12(*)OCC3OC1C23;C#C;C#CC12OCC3OC1C32
C(=O)(C(=O)C(=O)N)*;C(O);NC(=O)C(=O)C(=O)CO
CC(c1c[nH]nc1)*;C(#C);C#CC(C)c1cn[nH]c1
C(CCO)(CC=O)*;CC;CCC(CC=O)CCO
CCC#CC(=N)*;N(C=O);CCC#CC(=N)NC=O
C(C#CC(C)C#C)*;CC;C#CC(C)C#CCCC
CN1CC1C*;O(C(C)=O);CC(=O)OCC1CN1C
c1coc(*)cc1=O;C(#N);N#Cc1cc(=O)cco1
CCOCCC*;C(=O);CCOCCCC=O
C1(*)=CNC(=O)C1O;CC;CCC1=CNC(=O)C1O
C(C(=O)N)*;C(OC=O);NC(=O)CCOC=O
C(OC1CC1)*;CCCC;CCCCCOC1CC1
c1(*)cc(OC)no1;CC;CCc1cc(OC)no1
OC1(C*)CC=CC1;C(#N);N#CCC1(O)CC=CC1
n1(*)ccc(NC)n1;CC;CCn1ccc(NC)n1
c1(*)nnon1;C(C=O);O=CCc1nnon1
OC(C=O)*;C(O)(C#N);N#CC(O)C(O)C=O
C1(*)C2CC(C#C)C12;CC;C#CC1CC2C(CC)C12
CC1(O)CN(*)C1;C(=O)(N);CC1(O)CN(C(N)=O)C1
C(CC#C*)CC#N;C(=O);N#CCCCC#CC=O
CC(C)CNC(=O)*;N(C);CNC(=O)NCC(C)C
NC1COCC1(O)*;C(#N);N#CC1(O)COCC1N
CC(C(C)=NO)*;C(#C);C#CC(C)C(C)=NO
C12(*)CCC1O2;COC;COCC12CCC1O2
C12(*)CC3C(C13)C2C;CC;CCC12CC3C(C1C)C32
C12(*)CC1(C)NC2=O;CC;CCC12CC1(C)NC2=O
C1CC1(C#N)*;N(C(=O)N);N#CC1(NC(N)=O)CC1
CC(COC=O)*;C(C=O);CC(CC=O)COC=O
CC(C=O)(C#N)*;C(CO);CC(C#N)(C=O)CCO
CC1(N*)C2CCC12;C(=O);CC1(NC=O)C2CCC21
NC1(C*)COC1=N;C(#N);N#CCC1(N)COC1=N
C1(C)(*)CCC=C1;COC;COCC1(C)C=CCC1
C#CCC#C*;C(C#N);C#CCC#CCC#N
CC(CC=O)*;O(C=N);CC(CC=O)OC=N
CC1C2OC(C)(*)C12;C(O);CC1C2OC(C)(CO)C12
C1(*)CC(O)CO1;COC;COCC1CC(O)CO1
C12(*)CC3C(O1)C23;CC;CCC12CC3C(O1)C32
CC(CC1CC1O)*;C(#N);CC(C#N)CC1CC1O
C(CC)(C(C)=O)*;CCC;CCCC(CC)C(C)=O
CN1C(*)C(N)C1=O;C(#N);CN1C(=O)C(N)C1C#N
OC1(C*)C2CC1C2;C(=O);O=CCC1(O)C2CC1C2
CC1(C)CC2C(*)C12;C(=O);CC1(C)CC2C(C=O)C21
CC1C(C)C1(C#N)*;C(#N);CC1C(C)C1(C#N)C#N
CC(O*)C=O;C(CO);CC(C=O)OCCO
c1cnn(*)n1;C(=O)(CO);O=C(CO)n1nccn1
C1CC1CC(=N)*;N(C=O);N=C(CC1CC1)NC=O
CC(=O)N*;C(=N)(CO);CC(=O)NC(=N)CO
COC(=O)C(C=O)*;C(O);COC(=O)C(C=O)CO
OC12CN(CC1)C2*;C(=O);O=CC1N2CCC1(O)C2
NC(=O)CO*;C(C1CO1);NC(=O)COCC1CO1
OCCCC1NC1*;C(#N);N#CC1NC1CCCO
CC1CCC1(C)*;C(O);CC1CCC1(C)CO
CC1C(=O)C2OC12*;C(#N);CC1C(=O)C2OC12C#N
CCOC=N*;C(CC=O);CCOC=NCCC=O
CC1(*)OC1C1CN1;C(=O);CC1(C=O)OC1C1CN1
OCC1CC2OC12*;C(#C);C#CC12OC1CC2CO
C1CC1CN=CN*;C(=O);O=CNC=NCC1CC1
COCCO*;C(=O)(C#N);COCCOC(=O)C#N
C(C12CC1C1CN21)*;CC;CCCC12CC1C1CN12
CC(C)C(O)*;C(#CC#N);CC(C)C(O)C#CC#N
CCC#CC(C#N)*;C(C);CCC#CC(C#N)CC
CC1NC(=O)NC1*;C(O);CC1NC(=O)NC1CO
O=CC1=CNC(*)C1;C(#N);N#CC1CC(C=O)=CN1
CC(C=O)(C#N)*;C(C#C);C#CCC(C)(C#N)C=O
c1c(C*)oc(=O)[nH]1;C(O);O=c1[nH]cc(CCO)o1
CCC1(C#N)NC1*;C(#C);C#CC1NC1(C#N)CC
CCC(C(=O)C#N)*;C(#C);C#CC(CC)C(=O)C#N
C1(*)CC=CC1;NC(=O)N;NC(=O)NC1CC=CC1
NCC(N*)C#N;C(CO);N#CC(CN)NCCO
c1(*)ccnc(=N)o1;CC;CCc1ccnc(=N)o1
O(C(=O)COC=N)*;CC;CCOC(=O)COC=N
CN1C2C3OC2(*)C13;C(#C);C#CC12OC3C1N(C)C32
C1(*)C2CC1CC2;C#C;C#CC1C2CCC1C2
CC(C#C)(N1CC1)*;C(#C);C#CC(C)(C#C)N1CC1
COC(C1CCC1)*;C(O);COC(CO)C1CCC1
CC(CO)(O*)C#C;C(=O);C#CC(C)(CO)OC=O
CC(O)(CC=O)*;C(CO);CC(O)(CC=O)CCO
O(C(C)(C)CCO)*;CC;CCOC(C)(C)CCO
CC(O)(C#CC=O)*;C(#C);C#CC(C)(O)C#CC=O
CC(=O)NC=NC*;C(#N);CC(=O)NC=NCC#N
CC1OC1(C)*;C(=O)(C#C);C#CC(=O)C1(C)OC1C
N1(*)C2CC(C)(O)C12;CC;CCN1C2CC(C)(O)C21
CC1C(CO)C1*;C(CO);CC1C(CO)C1CCO
CC1(CC*)COC1;C(=O);CC1(CCC=O)COC1
CC1CC2(C*)OC12;C(#N);CC1CC2(CC#N)OC12
N=COCC1OC1*;C(#C);C#CC1OC1COC=N
C12(*)CC1(C)C=CC2;CC;CCC12CC=CC1(C)C2
C(C#CC1(C)CN1)*;CC;CCCC#CC1(C)CN1
CCC(OCC#N)*;C(O);CCC(CO)OCC#N
C12(*)CC3C1C(O)C23;CC;CCC12CC3C1C(O)C32
CC1(C(C)(C)*)CC1;C(=O);CC(C)(C=O)C1(C)CC1
C(COC)(COC)*;CC;CCC(COC)COC
CC1OC1CC#C*;C(O);CC1OC1CC#CCO
OCCC(=O)*;C(O)(C=O);O=CC(O)C(=O)CCO
